codReceita,txtDescricaoReceita
1112500101000000001201002,PAT - Imposto sobre a Propriedade Predial e Territorial Urbana
1112500101000000001201003,PISN - Imposto sobre a Propriedade Predial e Territorial Urbana
1112500101000000001209000,TOTAL DEDUÇÕES PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA
1112500101000000001209001,Deduções PPI - Imposto sobre a Propriedade Predial e Territorial Urbana
1112500101000000001209002,Deduções PAT - Imposto sobre a Propriedade Predial e Territorial Urbana
1112500101000000001209003,Deduções PISN - Imposto sobre a Propriedade Predial e Territorial Urbana
1112500101990000000000000,"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA- PL REFORMA TRIBUTÁRIA
"
1112500101990000001100000,"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA-  PL REFORMA TRIBUTÁRIA
"
1112500101990000001101000,"Imposto sobre a Propriedade Predial e Territorial Urbana- PL Reforma tributária
"
1112500102000000000000000,AUTOS DE INFRAÇÃO DE IPTU- OBRIGAÇÕES ACESSÓRIAS
1112500102000000001100000,AUTOS DE INFRAÇÃO DE IPTU- OBRIGAÇÕES ACESSÓRIAS
1112500102000000001101000,Autos de Infração de IPTU- Obrigações acessórias
1112500102000000001109000,TOTAL DE DEDUÇÃO AUTOS DE INFRAÇÃO DE IPTU- OBRIGAÇÕES ACESSÓRIAS
1112500102000000001109001,Dedução Autos de Infração de IPTU- Obrigações acessórias
1112500200000000000000000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS
1112500201000000000000000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS
1112500201000000001100000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS
1112500201000000001101000,Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros
1112500201000000001109000,TOTAL DE DEDUÇÕES IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS
1112500201000000001109001,Deduções do Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros
1112500201000000001200000,PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS
1112500201000000001201000,TOTAL PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS
1112500201000000001201001,PPI - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros
1112500201000000001201002,PAT - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros
1112500201000000001201003,PISN - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros
1112500201000000001209000,TOTAL DEDUÇÕES PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JURO
1112500201000000001209001,Deduções PPI - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros
1112500201000000001209002,Deduções PAT - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros
1128019110000000001109000,TOTAL DE DEDUÇÕES TAXA DE REMOÇÃO - CET
1128019110000000001109001,Deduções da Taxa de Remoção - CET
1128019111000000000000000,TAXA DE FISCALIZAÇÃO DE CEMITÉRIOS
1128019111000000001100000,TAXA DE FISCALIZAÇÃO DE CEMITÉRIOS
1128019111000000001101000,Taxa de Fiscalização de Cemitérios
1128019111000000001109000,TOTAL DE DEDUÇÕES TAXA DE FISCALIZAÇÃO DE CEMITÉRIOS
1128019111000000001109001,Deduções da Taxa de Fiscalização de Cemitérios
1128019112000000000000000,TAXA DE REGULARIZAÇÃO DE ÁREA PERMEÁVEL – PDE – FUNDURB
1128019112000000001100000,TAXA DE REGULARIZAÇÃO DE ÁREA PERMEÁVEL – PDE – FUNDURB
1128019112000000001101000,Taxa de Regularização de Área Permeável – PDE – FUNDURB
1128019112000000001109000,TOTAL DEDUÇÕES - TAXA DE REGULARIZAÇÃO DE ÁREA PERMEÁVEL – PDE – FUNDURB
1128019112000000001109001,Deduções - Taxa de Regularização de Área Permeável – PDE – FUNDURB
1128019200000000000000000,"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - MULTAS E JUROS"
1128019201000000000000000,"TAXA DE LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO - MULTAS E JUROS"
1128019201000000001100000,"TAXA DE LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO - MULTAS E JUROS"
1128019201000000001101000,"Taxa de Licença p/ Localização, Instalação e Funcionamento - Multas e Juros"
1128019201000000001109000,"TOTAL DEDUÇÕES TAXA LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO - MULTAS E JUROS"
1128019201000000001109001,"Deduções da Taxa de Licença p/ Localização, Instalação e Funcionamento - Multas e Juros"
1128019201000000001200000,"PARCELAMENTO TAXA DE LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO - MULTAS E JUROS"
1128019201000000001201000,"TOTAL PARCELAMENTO TAXA DE LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO - MULTAS E JUROS"
1128019201000000001201001,"PPI - Taxa de Licença p/ Localização, Instalação e Funcionamento - Multas e Juros"
1128019201000000001201002,"PAT - Taxa de Licença p/ Localização, Instalação e Funcionamento - Multas e Juros"
1128019201000000001201003,"PISN - Taxa de Licença p/ Localização, Instalação e Funcionamento - Multas e Juros"
1128019201000000001201007,"PIME - Taxa de Licença p/ Localização, Instalação e Funcionamento - Multas e Juros"
1128019201000000001209000,"TOTAL DEDUÇÕES PARCELAMENTO TAXA DE LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO - MULTAS E JU"
1128019201000000001209001,"Deduções PPI - Taxa de Licença p/ Localização, Instalação e Funcionamento - Multas e Juros"
1128019201000000001209002,"Deduções PAT - Taxa de Licença p/ Localização, Instalação e Funcionamento - Multas e Juros"
1128019201000000001209003,"Deduções PISN - Taxa de Licença p/ Localização, Instalação e Funcionamento - Multas e Juros"
1128019201000000001209007,"Deduções PIME - Taxa de Licença p/ Localização, Instalação e Funcionamento - Multas e Juros
"
1128019202000000000000000,TAXA DE VISTORIA DE NORMAS DE SEGURANÇA - MULTAS E JUROS
1128019202000000001100000,TAXA DE VISTORIA DE NORMAS DE SEGURANÇA - MULTAS E JUROS
1128019202000000001101000,Taxa de Vistoria de Normas de Segurança - Multas e Juros
1128019202000000001109000,TOTAL DEDUÇÕES TAXA DE VISTORIA DE NORMAS DE SEGURANÇA - MULTAS E JUROS
1128019202000000001109001,Deduções Taxa de Vistoria de Normas de Segurança - Multas e Juros
1128019203000000000000000,TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE - MULTAS E JUROS
1128019203000000001100000,TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE - MULTAS E JUROS
1128019203000000001101000,Taxa de Fiscalização de Estabelecimentos - TFE - Multas e Juros
1128019203000000001109000,TOTAL DEDUÇÕES TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE - MULTAS E JUROS
1128019203000000001109001,Deduções da Taxa de Fiscalização de Estabelecimentos - TFE - Multas e Juros
1128019203000000001200000,PARCELAMENTO TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE - MULTAS E JUROS
1128019203000000001201000,TOTAL PARCELAMENTO TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE - MULTAS E JUROS
1128019203000000001201001,PPI - TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE - MULTAS E JUROS
1128019203000000001201002,PAT - Taxa de Fiscalização de Estabelecimentos - TFE - Multas e Juros
1128019203000000001201003,PISN - TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE - MULTAS E JUROS
1128019203000000001201007,"PIME - Taxa de Fiscalização de Estabelecimentos - TFE - Multas e Juros
"
1128019203000000001209000,TOTAL DEDUÇÕES PARCELAMENTO TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE - MULTAS E JUROS
1128019203000000001209001,Deduções PPI - Taxa de Fiscalização de Estabelecimentos - TFE - Multas e Juros
1128019203000000001209002,Deduções PAT - Taxa de Fiscalização de Estabelecimentos - TFE - Multas e Juros
1128019203000000001209003,Deduções PISN - Taxa de Fiscalização de Estabelecimentos - TFE - Multas e Juros
1128019203000000001209007,Deduções PIME - Taxa de Fiscalização de Estabelecimentos - TFE - Multas e Juros
1128019204000000000000000,TAXA DE FISCALIZAÇÃO DE ANÚNCIOS - TFA - MULTAS E JUROS
1128019204000000001100000,TAXA DE FISCALIZAÇÃO DE ANÚNCIOS - TFA - MULTAS E JUROS
1128019204000000001101000,Taxa de Fiscalização de Anúncios - TFA - Multas e Juros
1128019204000000001109000,TOTAL DEDUÇÕES TAXA DE FISCALIZAÇÃO DE ANÚNCIOS - TFA - MULTAS E JUROS
1128019204000000001109001,Deduções da Taxa de Fiscalização de Anúncios - TFA - Multas e Juros
1128019204000000001200000,PARCELAMENTO TAXA DE FISCALIZAÇÃO DE ANÚNCIOS - TFA - MULTAS E JUROS
1128019204000000001201000,TOTAL PARCELAMENTO TAXA DE FISCALIZAÇÃO DE ANÚNCIOS - TFA - MULTAS E JUROS
1128019204000000001201001,PPI - TAXA DE FISCALIZAÇÃO DE ANÚNCIOS - TFA - MULTAS E JUROS
1128019204000000001201002,PAT - Taxa de Fiscalização de Anúncios - TFA - Multas e Juros
1128019204000000001201003,PISN - TAXA DE FISCALIZAÇÃO DE ANÚNCIOS - TFA - MULTAS E JUROS
1128019204000000001201007,PIME - Taxa de Fiscalização de Anúncios - TFA - Multas e Juros
1128019204000000001209000,TOTAL DEDUÇÕES PARCELAMENTO TAXA DE FISCALIZAÇÃO DE ANÚNCIOS - TFA - MULTAS E JUROS
1128019204000000001209001,Deduções PPI - Taxa de Fiscalização de Anúncios - TFA - Multas e Juros
1128019204000000001209002,Deduções PAT - Taxa de Fiscalização de Anúncios - TFA - Multas e Juros
1128019204000000001209003,Deduções PISN - Taxa de Fiscalização de Anúncios - TFA - Multas e Juros
1128019204000000001209007,Deduções PIME - Taxa de Fiscalização de Anúncios - TFA - Multas e Juros
1128019205000000000000000,TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES - MULTA E JUROS
1128019205000000001100000,TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES - MULTAS E JUROS
1128019205000000001101000,Taxa p/ Exame e Verificação de  Projetos e Construções - Multas e Juros
1128019205000000001109000,TOTAL DEDUÇÕES TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES - MULTAS E JUROS
1128019205000000001109001,Deduções da Taxa p/ Exame e Verificação de  Projetos e Construções - Multas e Juros
1128019205000000001200000,PARCELAMENTO TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES - MULTAS E JUROS
1128019205000000001201000,TOTAL PARCELAMENTO TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES - MULTAS E JUROS
1128019205000000001201001,PPI - TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES - MULTAS E JUROS
1128019205000000001201002,PAT - Taxa p/ Exame e Verificação de  Projetos e Construções - Multas e Juros
1128019205000000001201003,PISN - TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES - MULTAS E JUROS
1128019205000000001209000,TOTAL DEDUÇÕES PARCELAMENTO TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES - MULTAS E JUROS
1128019205000000001209001,Deduções PPI - Taxa p/ Exame e Verificação de  Projetos e Construções - Multas e Juros
1128019205000000001209002,Deduções PAT - Taxa p/ Exame e Verificação de  Projetos e Construções - Multas e Juros
1128019205000000001209003,Deduções PISN - Taxa p/ Exame e Verificação de  Projetos e Construções - Multas e Juros
1128019206000000000000000,TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL - MULTAS E JUROS
1128019206000000001100000,TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL - MULTAS E JUROS
1128019206000000001101000,Taxa de Vistoria de Aparelhos de Transporte Vertical e Horizontal - Multas e Juros
1128019206000000001109000,TOTAL DEDUÇÕES TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL - MULTAS E JUROS
1128019206000000001109001,Deduções da Taxa de Vistoria de Aparelhos de Transporte Vertical e Horizontal - Multas e Juros
1128019206000000001200000,PARCELAMENTO TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL - MULTAS E JUROS
1128019206000000001201000,TOTAL PARCELAMENTO TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL - MULTAS E JURO
1128019206000000001201001,PPI - TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL - MULTAS E JUROS
1128019206000000001201002,PAT - Taxa de Vistoria de Aparelhos de Transporte Vertical e Horizontal - Multas e Juros
1128019206000000001201003,PISN - TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL - MULTAS E JUROS
1128019206000000001209000,TOTAL DEDUÇÕES PARCELAMENTO TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL - MULT
1128019206000000001209001,Deduções PPI - Taxa de Vistoria de Aparelhos de Transporte Vertical e Horizontal - Multas e Juros
1128019206000000001209002,Deduções PAT - Taxa de Vistoria de Aparelhos de Transporte Vertical e Horizontal - Multas e Juros
1128019206000000001209003,Deduções PISN - Taxa de Vistoria de Aparelhos de Transporte Vertical e Horizontal - Multas e Juros
1128019207000000000000000,TAXA DE LICENÇA P/ TRÁFEGO DE VEÍCULOS - MULTAS E JUROS
1128019207000000001100000,TAXA DE LICENÇA P/ TRÁFEGO DE VEÍCULOS - MULTAS E JUROS
1128019207000000001101000,Taxa de Licença p/ Tráfego de Veículos - Multas e Juros
1128019207000000001109000,TOTAL DE DEDUÇÕES TAXA DE LICENÇA P/ TRÁFEGO DE VEÍCULOS - MULTAS E JUROS
1128019207000000001109001,Deduções da Taxa de Licença p/ Tráfego de Veículos - Multas e Juros
1128019208000000000000000,TAXA DE LICENÇA P/ ARRUAMENTOS E LOTEAMENTOS - MULTAS E JUROS
1128019208000000001100000,TAXA DE LICENÇA P/ ARRUAMENTOS E LOTEAMENTOS - MULTAS E JUROS
1128019208000000001101000,Taxa de Licença p/ Arruamentos e Loteamentos - Multas e Juros
1128019208000000001109000,TOTAL DE DEDUÇÕES TAXA DE LICENÇA P/ ARRUAMENTOS E LOTEAMENTOS - MULTAS E JUROS
1128019208000000001109001,Deduções da Taxa de Licença p/ Arruamentos e Loteamentos - Multas e Juros
1128019209000000000000000,TAXA DE FISCALIZAÇÃO DOS SERVIÇOS DE LIMPEZA URBANA - FISLURB - MULTAS E JUROS
1128019209000000001100000,TAXA DE FISCALIZAÇÃO DOS SERVIÇOS DE LIMPEZA URBANA - FISLURB - MULTAS E JUROS
1128019209000000001101000,Taxa de Fiscalização dos Serviços de Limpeza Urbana - FISLURB - Multas e Juros
1128019209000000001109000,TOTAL DE DEDUÇÕES TAXA DE FISCALIZAÇÃO DOS SERVIÇOS DE LIMPEZA URBANA - FISLURB - MULTAS E JUROS
1128019209000000001109001,Deduções da Taxa de Fiscalização dos Serviços de Limpeza Urbana - FISLURB - Multas e Juros
1128019210000000000000000,TAXA DE REMOÇÃO - CET - MULTAS E JUROS
1128019210000000001100000,TAXA DE REMOÇÃO - CET - MULTAS E JUROS
1128019210000000001101000,Taxa de Remoção - CET - Multas e Juros
1128019210000000001109000,TOTAL DE DEDUÇÕES TAXA DE REMOÇÃO - CET - MULTAS E JUROS
1128019210000000001109001,Deduções da Taxa de Remoção - CET - Multas e Juros
1128019211000000000000000,TAXA DE FISCALIZAÇÃO DE CEMITÉRIOS - MULTAS E JUROS
1128019211000000001100000,TAXA DE FISCALIZAÇÃO DE CEMITÉRIOS - MULTAS E JUROS
1128019211000000001101000,Taxa de Fiscalização de Cemitérios - Multas e Juros
1128019211000000001109000,TOTAL DE DEDUÇÕES TAXA DE FISCALIZAÇÃO DE CEMITÉRIOS - MULTAS E JUROS
1128019211000000001109001,Deduções da Taxa de Fiscalização de Cemitérios - Multas e Juros
1128019212000000000000000,TAXA DE REGULARIZAÇÃO DE ÁREA PERMEÁVEL – PDE – FUNDURB - MULTAS E JUROS
1128019212000000001100000,TAXA DE REGULARIZAÇÃO DE ÁREA PERMEÁVEL – PDE – FUNDURB - MULTAS E JUROS
1128019212000000001101000,Taxa de Regularização de Área Permeável – PDE – FUNDURB - Multas e Juros
1128019212000000001109000,TOTAL DEDUÇÕES - TAXA DE REGULARIZAÇÃO DE ÁREA PERMEÁVEL – PDE – FUNDURB - MULTAS E JUROS
1128019212000000001109001,"Deduções - Taxa de Regularização de Área Permeável – PDE – FUNDURB  - Multas e Juros
"
1128019300000000000000000,"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA"
1128019301000000000000000,"TAXA DE LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO - DÍVIDA ATIVA"
1128019301000000001100000,"TAXA DE LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO - DÍVIDA ATIVA"
1128019301000000001101000,"Taxa de Licença p/ Localização, Instalação e Funcionamento - Dívida Ativa"
1128019301000000001109000,"TOTAL DEDUÇÕES TAXA DE LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO - DÍVIDA ATIVA"
1128019301000000001109001,"Deduções Taxa de Licença p/ Localização, Instalação e Funcionamento - Dívida Ativa"
1128019301000000001200000,"PARCELAMENTO TAXA DE LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO - DÍVIDA ATIVA"
1128019301000000001201000,"TOTAL PARCELAMENTO TAXA DE LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO - DÍVIDA ATIVA"
1128019301000000001201001,"PPI - Taxa de Licença p/ Localização, Instalação e Funcionamento - Dívida Ativa"
1128019301000000001201006,"PEQ - Taxa de Licença p/ Localização, Instalação e Funcionamento - Dívida Ativa"
1128019301000000001201007,"PIME - Taxa de Licença p/ Localização, Instalação e Funcionamento - Dívida Ativa"
1128019301000000001209000,"TOTAL DEDUÇÕES PARCELAMENTO TAXA DE LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO - DÍVIDA ATIV"
1128019301000000001209001,"Deduções PPI - Taxa de Licença p/ Localização, Instalação e Funcionamento - Dívida Ativa"
1128019301000000001209006,"PEQ - Deduções Taxa de Licença p/ Localização, Instalação e Funcionamento - Dívida Ativa"
1128019301000000001209007,"Deduções PIME - Taxa de Licença p/ Localização, Instalação e Funcionamento - Dívida Ativa
"
1128019303000000000000000,TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE - DÍVIDA ATIVA
1128019303000000001100000,TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE - DÍVIDA ATIVA
1128019303000000001101000,Taxa de Fiscalização de Estabelecimentos - TFE - Dívida Ativa
1128019303000000001109000,TOTAL DEDUÇÕES TAXA FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE - DÍVIDA ATIVA
1128019303000000001109001,Deduções Taxa Fiscalização de Estabelecimentos - TFE - Dívida Ativa
1128019303000000001200000,PARCELAMENTO TAXA  FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE - DÍVIDA ATIVA
1128019303000000001201000,TOTAL PARCELAMENTO TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE - DÍVIDA ATIVA
1128019303000000001201001,PPI - Taxa de Fiscalização de Estabelecimentos - TFE - Dívida Ativa
1128019303000000001201002,PAT - Taxa de Fiscalização de Estabelecimentos - TFE - Dívida Ativa
1128019303000000001201006,PEQ - Taxa de Fiscalização de Estabelecimentos - TFE - Dívida Ativa
1128019303000000001201007,PIME - Taxa de Fiscalização de Estabelecimentos - TFE - Dívida Ativa
1128019303000000001209000,TOTAL DEDUÇÕES PARCELAMENTO TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE - DÍVIDA ATIVA
1128019303000000001209001,Deduções PPI - Taxa de Fiscalização de Estabelecimentos - TFE - Dívida Ativa
1128019303000000001209002,Deduções PAT - Taxa de Fiscalização de Estabelecimentos - TFE - Dívida Ativa
1128019303000000001209006,PEQ - Deduções Taxa Fiscalização de Estabelecimentos - TFE - Dívida Ativa
1128019303000000001209007,Deduções PIME - Taxa de Fiscalização de Estabelecimentos - TFE - Dívida Ativa
1128019304000000000000000,TAXA DE FISCALIZAÇÃO DE ANÚNCIOS - TFA - DÍVIDA ATIVA
1128019304000000001100000,TAXA DE FISCALIZAÇÃO DE ANÚNCIOS - TFA - DÍVIDA ATIVA
1128019304000000001101000,Taxa de Fiscalização de Anúncios - TFA - Dívida Ativa
1128019304000000001109000,TOTAL DEDUÇÕES TAXA DE FISCALIZAÇÃO DE ANÚNCIOS - TFA - DÍVIDA ATIVA
1128019304000000001109001,Deduções Taxa de Fiscalização de Anúncios - TFA - Dívida Ativa
1128019304000000001200000,PARCELAMENTO TAXA DE FISCALIZAÇÃO DE ANÚNCIOS - TFA - DÍVIDA ATIVA
1128019304000000001201000,TOTAL PARCELAMENTO TAXA DE FISCALIZAÇÃO DE ANÚNCIOS - TFA - DÍVIDA ATIVA
1128019304000000001201001,PPI - Taxa de Fiscalização de Anúncios - TFA - Dívida Ativa
1128019304000000001201002,PAT - Taxa de Fiscalização de Anúncios - TFA - Dívida Ativa
1128019304000000001201006,PEQ - Taxa de Fiscalização de Anúncios - TFA - Dívida Ativa
1128019304000000001201007,PIME - Taxa de Fiscalização de Anúncios - TFA - Dívida Ativa
1128019304000000001209000,TOTAL DEDUÇÕES PARCELAMENTO TAXA DE FISCALIZAÇÃO DE ANÚNCIOS - TFA - DÍVIDA ATIVA
1128019304000000001209001,Deduções PPI - Taxa de Fiscalização de Anúncios - TFA - Dívida Ativa
1128019304000000001209006,PEQ - Deduções Taxa de Fiscalização de Anúncios - TFA - Dívida Ativa
1128019304000000001209007,Deduções PIME - Taxa de Fiscalização de Anúncios - TFA - Dívida Ativa
1128019305000000000000000,TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES - DÍVIDA ATIVA
1128019305000000001100000,TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES - DÍVIDA ATIVA
1128019305000000001101000,Taxa p/ Exame e Verificação de  Projetos e Construções - Dívida Ativa
1128019305000000001109000,TOTAL DEDUÇÕES TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES - DÍVIDA ATIVA
1128019305000000001109001,Deduções Taxa p/ Exame e Verificação de  Projetos e Construções - Dívida Ativa
1128019305000000001200000,PARCELAMENTO TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES - DÍVIDA ATIVA
1128019305000000001201000,TOTAL PARCELAMENTO TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES - DÍVIDA ATIVA
1128019305000000001201001,PPI - Taxa p/ Exame e Verificação de  Projetos e Construções - Dívida Ativa
1128019305000000001201006,PEQ - Taxa p/ Exame e Verificação de  Projetos e Construções - Dívida Ativa
1128019305000000001209000,TOTAL DEDUÇÕES PARCELAMENTO TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES - DÍVIDA ATIVA
1128019305000000001209001,Deduções PPI - Taxa p/ Exame e Verificação de  Projetos e Construções - Dívida Ativa
1128019305000000001209006,PEQ - Deduções Taxa p/ Exame e Verificação de  Projetos e Construções - Dívida Ativa
1128019306000000000000000,TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL - DÍVIDA ATIVA
1128019306000000001100000,TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL - DÍVIDA ATIVA
1128019306000000001101000,Taxa de Vistoria de Aparelhos de Transporte Vertical e Horizontal - Dívida Ativa
1128019306000000001109000,TOTAL DEDUÇÕES TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL - DÍVIDA ATIVA
1128019306000000001109001,Deduções Taxa de Vistoria de Aparelhos de Transporte Vertical e Horizontal - Dívida Ativa
1128019306000000001200000,PARCELAMENTO TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL - DÍVIDA ATIVA
1128019306000000001201000,TOTAL PARCELAMENTO TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL - DÍVIDA ATIVA
1128019306000000001201001,PPI - Taxa de Vistoria de Aparelhos de Transporte Vertical e Horizontal - Dívida Ativa
1128019306000000001201006,PEQ - Taxa de Vistoria de Aparelhos de Transporte Vertical e Horizontal - Dívida Ativa
1128019306000000001209000,TOTAL DEDUÇÕES PARCELAMENTO TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL - DÍVI
